index,层数,侠客ID,LV,skill,SkillLv,攻击加成,防御加成,生命加成,元宝奖励,金钱奖励,道具包,卡牌包,江湖阅历,剑系特效,掌系特效,内系特效,暗系特效,棍系特效,下一层ID,单层失败卡牌包,单层失败元宝奖励,单层失败金钱奖励,单层失败道具包,单层失败江湖阅历
858,45,60106,135,50105,3,23469,13623,78039,0,90000,4004,0,50,100,80,100,100,120,46,0,0,100,0,5
859,45,60107,135,50111,3,26515,11720,72306,0,90000,4004,0,50,120,100,80,100,100,46,0,0,100,0,5
860,45,60108,135,50105,3,15986,21499,107494,0,90000,4004,0,50,100,100,120,100,80,46,0,0,100,0,5
861,46,60001,138,50001,3,8576,8576,82693,0,1000,0,0,50,100,100,120,100,80,47,0,0,100,0,5
862,46,60002,138,50002,3,16528,8576,42878,0,1000,0,0,50,100,80,100,100,120,47,0,0,100,0,5
863,46,60003,138,50004,3,12893,11181,45535,0,1000,0,0,50,80,100,100,120,100,47,0,0,100,0,5
864,46,60004,138,50010,3,11181,9107,64464,0,1000,0,0,50,100,120,100,80,100,47,0,0,100,0,5
865,46,60005,138,50003,3,11963,9081,58136,0,1000,0,0,50,100,120,100,80,100,47,0,0,100,0,5
866,46,60006,138,50005,3,9107,12893,55904,0,1000,0,0,50,120,100,80,100,100,47,0,0,100,0,5
867,46,60101,138,50101,3,24044,17933,62656,0,1000,0,0,50,120,100,80,100,100,47,0,0,100,0,5
868,46,60102,138,50102,3,19450,24144,54520,0,1000,0,0,50,80,100,100,120,100,47,0,0,100,0,5
869,46,60103,138,0,3,21398,21697,57066,0,1000,0,0,50,100,120,100,80,100,47,0,0,100,0,5
870,46,60104,138,50103,3,28225,13336,62195,0,1000,0,0,50,100,100,120,100,80,47,0,0,100,0,5
871,46,60105,138,0,3,21609,14775,88025,0,1000,0,0,50,100,120,100,80,100,47,0,0,100,0,5
872,46,60106,138,50105,3,24051,13956,79962,0,1000,0,0,50,100,80,100,100,120,47,0,0,100,0,5
873,46,60107,138,50111,3,27188,12011,73985,0,1000,0,0,50,120,100,80,100,100,47,0,0,100,0,5
874,46,60108,138,50105,3,16384,22029,110147,0,1000,0,0,50,100,100,120,100,80,47,0,0,100,0,5
875,47,60001,141,50001,3,8777,8777,84696,0,1000,0,0,50,100,100,120,100,80,48,0,0,100,0,5
876,47,60002,141,50002,3,16928,8777,43886,0,1000,0,0,50,100,80,100,100,120,48,0,0,100,0,5
877,47,60003,141,50004,3,13201,11448,46609,0,1000,0,0,50,80,100,100,120,100,48,0,0,100,0,5
878,47,60004,141,50010,3,11448,9322,66005,0,1000,0,0,50,100,120,100,80,100,48,0,0,100,0,5
879,47,60005,141,50003,3,12245,9296,59539,0,1000,0,0,50,100,120,100,80,100,48,0,0,100,0,5
880,47,60006,141,50005,3,9322,13201,57242,0,1000,0,0,50,120,100,80,100,100,48,0,0,100,0,5
881,47,60101,141,50101,3,24631,18362,64189,0,1000,0,0,50,120,100,80,100,100,48,0,0,100,0,5
882,47,60102,141,50102,3,19918,24742,55797,0,1000,0,0,50,80,100,100,120,100,48,0,0,100,0,5
883,47,60103,141,0,3,21908,22241,58409,0,1000,0,0,50,100,120,100,80,100,48,0,0,100,0,5
884,47,60104,141,50103,3,28929,13646,63670,0,1000,0,0,50,100,100,120,100,80,48,0,0,100,0,5
885,47,60105,141,0,3,22141,15113,90217,0,1000,0,0,50,100,120,100,80,100,48,0,0,100,0,5
886,47,60106,141,50105,3,24638,14290,81899,0,1000,0,0,50,100,80,100,100,120,48,0,0,100,0,5
887,47,60107,141,50111,3,27865,12304,75675,0,1000,0,0,50,120,100,80,100,100,48,0,0,100,0,5
888,47,60108,141,50105,3,16784,22563,112817,0,1000,0,0,50,100,100,120,100,80,48,0,0,100,0,5
889,48,60001,144,50001,3,8980,8980,86713,0,1000,0,0,50,100,100,120,100,80,49,0,0,100,0,5
890,48,60002,144,50002,3,17331,8980,44900,0,1000,0,0,50,100,80,100,100,120,49,0,0,100,0,5
891,48,60003,144,50004,3,13511,11718,47690,0,1000,0,0,50,80,100,100,120,100,49,0,0,100,0,5
892,48,60004,144,50010,3,11718,9538,67555,0,1000,0,0,50,100,120,100,80,100,49,0,0,100,0,5
893,48,60005,144,50003,3,12529,9512,60952,0,1000,0,0,50,100,120,100,80,100,49,0,0,100,0,5
894,48,60006,144,50005,3,9538,13511,58590,0,1000,0,0,50,120,100,80,100,100,49,0,0,100,0,5
895,48,60101,144,50101,3,25222,18793,65732,0,1000,0,0,50,120,100,80,100,100,49,0,0,100,0,5
896,48,60102,144,50102,3,20389,25344,57083,0,1000,0,0,50,80,100,100,120,100,49,0,0,100,0,5
897,48,60103,144,0,3,22420,22789,59762,0,1000,0,0,50,100,120,100,80,100,49,0,0,100,0,5
898,48,60104,144,50103,3,29637,13957,65156,0,1000,0,0,50,100,100,120,100,80,49,0,0,100,0,5
899,48,60105,144,0,3,22677,15453,92423,0,1000,0,0,50,100,120,100,80,100,49,0,0,100,0,5
900,48,60106,144,50105,3,25229,14627,83849,0,1000,0,0,50,100,80,100,100,120,49,0,0,100,0,5
901,48,60107,144,50111,3,28547,12600,77376,0,1000,0,0,50,120,100,80,100,100,49,0,0,100,0,5
902,48,60108,144,50105,3,17186,23101,115506,0,1000,0,0,50,100,100,120,100,80,49,0,0,100,0,5
903,49,60001,147,50001,3,9184,9184,88744,0,1000,0,0,50,100,100,120,100,80,50,0,0,100,0,5
904,49,60002,147,50002,3,17738,9184,45922,0,1000,0,0,50,100,80,100,100,120,50,0,0,100,0,5
905,49,60003,147,50004,3,13823,11989,48779,0,1000,0,0,50,80,100,100,120,100,50,0,0,100,0,5
906,49,60004,147,50010,3,11989,9756,69116,0,1000,0,0,50,100,120,100,80,100,50,0,0,100,0,5
907,49,60005,147,50003,3,12815,9730,62375,0,1000,0,0,50,100,120,100,80,100,50,0,0,100,0,5
908,49,60006,147,50005,3,9756,13823,59947,0,1000,0,0,50,120,100,80,100,100,50,0,0,100,0,5
909,49,60101,147,50101,3,25816,19228,67286,0,1000,0,0,50,120,100,80,100,100,50,0,0,100,0,5
910,49,60102,147,50102,3,20864,25951,58378,0,1000,0,0,50,80,100,100,120,100,50,0,0,100,0,5
911,49,60103,147,0,3,22937,23340,61123,0,1000,0,0,50,100,120,100,80,100,50,0,0,100,0,5
912,49,60104,147,50103,3,30351,14271,66651,0,1000,0,0,50,100,100,120,100,80,50,0,0,100,0,5
913,49,60105,147,0,3,23217,15795,94645,0,1000,0,0,50,100,120,100,80,100,50,0,0,100,0,5
914,49,60106,147,50105,3,25824,14966,85812,0,1000,0,0,50,100,80,100,100,120,50,0,0,100,0,5
915,49,60107,147,50111,3,29234,12897,79089,0,1000,0,0,50,120,100,80,100,100,50,0,0,100,0,5
916,49,60108,147,50105,3,17592,23643,118213,0,1000,0,0,50,100,100,120,100,80,50,0,0,100,0,5
917,50,60001,150,50001,3,9390,9390,90788,0,100000,4004,0,50,100,100,120,100,80,51,0,0,100,0,5
918,50,60002,150,50002,3,18146,9390,46950,0,100000,4004,0,50,100,80,100,100,120,51,0,0,100,0,5
919,50,60003,150,50004,3,14138,12263,49875,0,100000,4004,0,50,80,100,100,120,100,51,0,0,100,0,5
920,50,60004,150,50010,3,12263,9975,70688,0,100000,4004,0,50,100,120,100,80,100,51,0,0,100,0,5
921,50,60005,150,50003,3,13103,9949,63806,0,100000,4004,0,50,100,120,100,80,100,51,0,0,100,0,5
922,50,60006,150,50005,3,9975,14138,61313,0,100000,4004,0,50,120,100,80,100,100,51,0,0,100,0,5
923,50,60101,150,50101,3,26415,19665,68850,0,100000,4004,0,50,120,100,80,100,100,51,0,0,100,0,5
924,50,60102,150,50102,3,21341,26561,59681,0,100000,4004,0,50,80,100,100,120,100,51,0,0,100,0,5
925,50,60103,150,0,3,23456,23895,62494,0,100000,4004,0,50,100,120,100,80,100,51,0,0,100,0,5
926,50,60104,150,50103,3,31069,14588,68156,0,100000,4004,0,50,100,100,120,100,80,51,0,0,100,0,5
927,50,60105,150,0,3,23760,16140,96881,0,100000,4004,0,50,100,120,100,80,100,51,0,0,100,0,5
928,50,60106,150,50105,3,26423,15308,87788,0,100000,4004,0,50,100,80,100,100,120,51,0,0,100,0,5
929,50,60107,150,50111,3,29925,13196,80813,0,100000,4004,0,50,120,100,80,100,100,51,0,0,100,0,5
930,50,60108,150,50105,3,18000,24188,120938,0,100000,4004,0,50,100,100,120,100,80,51,0,0,100,0,5
931,51,60101,153,50101,3,27018,20105,70424,0,1000,0,0,50,120,100,80,100,100,52,0,0,100,0,5
932,51,60102,153,50102,3,21822,27176,60993,0,1000,0,0,50,80,100,100,120,100,52,0,0,100,0,5
933,51,60103,153,0,3,23979,24454,63873,0,1000,0,0,50,100,120,100,80,100,52,0,0,100,0,5
934,51,60104,153,50103,3,31792,14906,69671,0,1000,0,0,50,100,100,120,100,80,52,0,0,100,0,5
935,51,60105,153,0,3,24307,16487,99132,0,1000,0,0,50,100,120,100,80,100,52,0,0,100,0,5
936,51,60106,153,50105,3,27025,15651,89776,0,1000,0,0,50,100,80,100,100,120,52,0,0,100,0,5
937,51,60107,153,50111,3,30621,13498,82548,0,1000,0,0,50,120,100,80,100,100,52,0,0,100,0,5
938,51,60108,153,50105,3,18411,24736,123680,0,1000,0,0,50,100,100,120,100,80,52,0,0,100,0,5
939,51,60201,153,50201,3,40206,33260,117694,0,1000,0,0,50,100,100,120,100,80,52,0,0,100,0,5
940,51,60202,153,50202,3,44796,25786,132152,0,1000,0,0,50,120,100,80,100,100,52,0,0,100,0,5
941,51,60203,153,50203,3,46528,24657,129045,0,1000,0,0,50,100,120,100,80,100,52,0,0,100,0,5
942,51,60204,153,50204,3,49404,25798,105947,0,1000,0,0,50,100,120,100,80,100,52,0,0,100,0,5
943,51,60205,153,50205,3,37334,39043,103142,0,1000,0,0,50,100,80,100,100,120,52,0,0,100,0,5
944,51,60206,153,50206,3,37334,25832,169199,0,1000,0,0,50,80,100,100,120,100,52,0,0,100,0,5
945,51,60207,153,50207,3,42462,22940,160954,0,1000,0,0,50,100,120,100,80,100,52,0,0,100,0,5
946,51,60208,153,50201,3,37883,35003,120612,0,1000,0,0,50,100,100,120,100,80,52,0,0,100,0,5
947,51,60209,153,50208,3,45361,20636,155024,0,1000,0,0,50,100,100,120,100,80,52,0,0,100,0,5
948,51,60210,153,50209,3,51166,20568,123511,0,1000,0,0,50,100,120,100,80,100,52,0,0,100,0,5
949,51,60211,153,0,3,34412,36197,132020,0,1000,0,0,50,100,120,100,80,100,52,0,0,100,0,5
950,51,60212,153,50211,3,41306,20670,172305,0,1000,0,0,50,120,100,80,100,100,52,0,0,100,0,5
951,51,60213,153,50212,3,41916,20670,169256,0,1000,0,0,50,120,100,80,100,100,52,0,0,100,0,5
952,52,60101,156,50101,3,27624,20548,72009,0,1000,0,0,50,120,100,80,100,100,53,0,0,100,0,5
953,52,60102,156,50102,3,22306,27794,62313,0,1000,0,0,50,80,100,100,120,100,53,0,0,100,0,5
954,52,60103,156,0,3,24506,25016,65262,0,1000,0,0,50,100,120,100,80,100,53,0,0,100,0,5
955,52,60104,156,50103,3,32519,15226,71196,0,1000,0,0,50,100,100,120,100,80,53,0,0,100,0,5
956,52,60105,156,0,3,24857,16836,101399,0,1000,0,0,50,100,120,100,80,100,53,0,0,100,0,5
957,52,60106,156,50105,3,27632,15997,91778,0,1000,0,0,50,100,80,100,100,120,53,0,0,100,0,5
958,52,60107,156,50111,3,31321,13801,84294,0,1000,0,0,50,120,100,80,100,100,53,0,0,100,0,5
959,52,60108,156,50105,3,18824,25288,126441,0,1000,0,0,50,100,100,120,100,80,53,0,0,100,0,5
960,52,60201,156,50201,3,41126,33994,120374,0,1000,0,0,50,100,100,120,100,80,53,0,0,100,0,5
961,52,60202,156,50202,3,45814,26354,135173,0,1000,0,0,50,120,100,80,100,100,53,0,0,100,0,5
962,52,60203,156,50203,3,47586,25209,131941,0,1000,0,0,50,100,120,100,80,100,53,0,0,100,0,5
963,52,60204,156,50204,3,50531,26377,108297,0,1000,0,0,50,100,120,100,80,100,53,0,0,100,0,5
964,52,60205,156,50205,3,38186,39924,105424,0,1000,0,0,50,100,80,100,100,120,53,0,0,100,0,5
965,52,60206,156,50206,3,38186,26422,172935,0,1000,0,0,50,80,100,100,120,100,53,0,0,100,0,5
966,52,60207,156,50207,3,43413,23451,164657,0,1000,0,0,50,100,120,100,80,100,53,0,0,100,0,5
967,52,60208,156,50201,3,38737,35789,123360,0,1000,0,0,50,100,100,120,100,80,53,0,0,100,0,5
968,52,60209,156,50208,3,46392,21092,158533,0,1000,0,0,50,100,100,120,100,80,53,0,0,100,0,5
969,52,60210,156,50209,3,52345,21002,126328,0,1000,0,0,50,100,120,100,80,100,53,0,0,100,0,5
970,52,60211,156,0,3,35184,37021,134984,0,1000,0,0,50,100,120,100,80,100,53,0,0,100,0,5
971,52,60212,156,50211,3,42230,21138,176224,0,1000,0,0,50,120,100,80,100,100,53,0,0,100,0,5
972,52,60213,156,50212,3,42865,21138,173048,0,1000,0,0,50,120,100,80,100,100,53,0,0,100,0,5
973,53,60101,159,50101,3,28235,20994,73604,0,1000,0,0,50,120,100,80,100,100,54,0,0,100,0,5
974,53,60102,159,50102,3,22793,28417,63642,0,1000,0,0,50,80,100,100,120,100,54,0,0,100,0,5
975,53,60103,159,0,3,25036,25582,66659,0,1000,0,0,50,100,120,100,80,100,54,0,0,100,0,5
976,53,60104,159,50103,3,33252,15548,72731,0,1000,0,0,50,100,100,120,100,80,54,0,0,100,0,5
977,53,60105,159,0,3,25411,17188,103679,0,1000,0,0,50,100,120,100,80,100,54,0,0,100,0,5
978,53,60106,159,50105,3,28242,16345,93793,0,1000,0,0,50,100,80,100,100,120,54,0,0,100,0,5
979,53,60107,159,50111,3,32026,14106,86052,0,1000,0,0,50,120,100,80,100,100,54,0,0,100,0,5
980,53,60108,159,50105,3,19241,25844,129220,0,1000,0,0,50,100,100,120,100,80,54,0,0,100,0,5
981,53,60201,159,50201,3,42052,34732,123072,0,1000,0,0,50,100,100,120,100,80,54,0,0,100,0,5
982,53,60202,159,50202,3,46838,26926,138214,0,1000,0,0,50,120,100,80,100,100,54,0,0,100,0,5
983,53,60203,159,50203,3,48652,25764,134855,0,1000,0,0,50,100,120,100,80,100,54,0,0,100,0,5
984,53,60204,159,50204,3,51665,26960,110662,0,1000,0,0,50,100,120,100,80,100,54,0,0,100,0,5
985,53,60205,159,50205,3,39043,40811,107721,0,1000,0,0,50,100,80,100,100,120,54,0,0,100,0,5
986,53,60206,159,50206,3,39043,27017,176695,0,1000,0,0,50,80,100,100,120,100,54,0,0,100,0,5
987,53,60207,159,50207,3,44371,23965,168384,0,1000,0,0,50,100,120,100,80,100,54,0,0,100,0,5
988,53,60208,159,50201,3,39597,36580,126127,0,1000,0,0,50,100,100,120,100,80,54,0,0,100,0,5
989,53,60209,159,50208,3,47430,21552,162065,0,1000,0,0,50,100,100,120,100,80,54,0,0,100,0,5
990,53,60210,159,50209,3,53532,21438,129163,0,1000,0,0,50,100,120,100,80,100,54,0,0,100,0,5
991,53,60211,159,0,3,35961,37851,137967,0,1000,0,0,50,100,120,100,80,100,54,0,0,100,0,5
992,53,60212,159,50211,3,43161,21609,180168,0,1000,0,0,50,120,100,80,100,100,54,0,0,100,0,5
993,53,60213,159,50212,3,43821,21609,176866,0,1000,0,0,50,120,100,80,100,100,54,0,0,100,0,5
994,54,60101,162,50101,3,28849,21443,75209,0,1000,0,0,50,120,100,80,100,100,55,0,0,100,0,5
995,54,60102,162,50102,3,23283,29044,64980,0,1000,0,0,50,80,100,100,120,100,55,0,0,100,0,5
996,54,60103,162,0,3,25569,26152,68066,0,1000,0,0,50,100,120,100,80,100,55,0,0,100,0,5
997,54,60104,162,50103,3,33989,15872,74276,0,1000,0,0,50,100,100,120,100,80,55,0,0,100,0,5
998,54,60105,162,0,3,25969,17541,105975,0,1000,0,0,50,100,120,100,80,100,55,0,0,100,0,5
999,54,60106,162,50105,3,28857,16695,95822,0,1000,0,0,50,100,80,100,100,120,55,0,0,100,0,5
1000,54,60107,162,50111,3,32736,14413,87821,0,1000,0,0,50,120,100,80,100,100,55,0,0,100,0,5
1001,54,60108,162,50105,3,19660,26403,132017,0,1000,0,0,50,100,100,120,100,80,55,0,0,100,0,5
1002,54,60201,162,50201,3,42984,35475,125787,0,1000,0,0,50,100,100,120,100,80,55,0,0,100,0,5
1003,54,60202,162,50202,3,47869,27501,141275,0,1000,0,0,50,120,100,80,100,100,55,0,0,100,0,5
1004,54,60203,162,50203,3,49724,26323,137789,0,1000,0,0,50,100,120,100,80,100,55,0,0,100,0,5
1005,54,60204,162,50204,3,52807,27546,113043,0,1000,0,0,50,100,120,100,80,100,55,0,0,100,0,5
1006,54,60205,162,50205,3,39906,41704,110033,0,1000,0,0,50,100,80,100,100,120,55,0,0,100,0,5
1007,54,60206,162,50206,3,39906,27615,180480,0,1000,0,0,50,80,100,100,120,100,55,0,0,100,0,5
1008,54,60207,162,50207,3,45335,24483,172136,0,1000,0,0,50,100,120,100,80,100,55,0,0,100,0,5
1009,54,60208,162,50201,3,40462,37376,128911,0,1000,0,0,50,100,100,120,100,80,55,0,0,100,0,5
1010,54,60209,162,50208,3,48475,22014,165621,0,1000,0,0,50,100,100,120,100,80,55,0,0,100,0,5
1011,54,60210,162,50209,3,54727,21877,132017,0,1000,0,0,50,100,120,100,80,100,55,0,0,100,0,5
1012,54,60211,162,0,3,36744,38687,140970,0,1000,0,0,50,100,120,100,80,100,55,0,0,100,0,5
1013,54,60212,162,50211,3,44097,22083,184137,0,1000,0,0,50,120,100,80,100,100,55,0,0,100,0,5
1014,54,60213,162,50212,3,44783,22083,180708,0,1000,0,0,50,120,100,80,100,100,55,0,0,100,0,5
1015,55,60101,165,50101,3,29468,21894,76825,0,110000,4004,0,50,120,100,80,100,100,56,0,0,100,0,5
1016,55,60102,165,50102,3,23776,29674,66326,0,110000,4004,0,50,80,100,100,120,100,56,0,0,100,0,5
1017,55,60103,165,0,3,26106,26725,69481,0,110000,4004,0,50,100,120,100,80,100,56,0,0,100,0,5
1018,55,60104,165,50103,3,34731,16199,75831,0,110000,4004,0,50,100,100,120,100,80,56,0,0,100,0,5
1019,55,60105,165,0,3,26530,17897,108286,0,110000,4004,0,50,100,120,100,80,100,56,0,0,100,0,5
1020,55,60106,165,50105,3,29475,17048,97863,0,110000,4004,0,50,100,80,100,100,120,56,0,0,100,0,5
1021,55,60107,165,50111,3,33450,14722,89601,0,110000,4004,0,50,120,100,80,100,100,56,0,0,100,0,5
1022,55,60108,165,50105,3,20081,26966,134831,0,110000,4004,0,50,100,100,120,100,80,56,0,0,100,0,5
1023,55,60201,165,50201,3,43922,36223,128520,0,110000,4004,0,50,100,100,120,100,80,56,0,0,100,0,5
1024,55,60202,165,50202,3,48906,28079,144356,0,110000,4004,0,50,120,100,80,100,100,56,0,0,100,0,5
1025,55,60203,165,50203,3,50804,26886,140741,0,110000,4004,0,50,100,120,100,80,100,56,0,0,100,0,5
1026,55,60204,165,50204,3,53955,28137,115439,0,110000,4004,0,50,100,120,100,80,100,56,0,0,100,0,5
1027,55,60205,165,50205,3,40775,42603,112359,0,110000,4004,0,50,100,80,100,100,120,56,0,0,100,0,5
1028,55,60206,165,50206,3,40775,28217,184289,0,110000,4004,0,50,80,100,100,120,100,56,0,0,100,0,5
1029,55,60207,165,50207,3,46305,25004,175912,0,110000,4004,0,50,100,120,100,80,100,56,0,0,100,0,5
1030,55,60208,165,50201,3,41333,38177,131714,0,110000,4004,0,50,100,100,120,100,80,56,0,0,100,0,5
1031,55,60209,165,50208,3,49526,22480,169199,0,110000,4004,0,50,100,100,120,100,80,56,0,0,100,0,5
1032,55,60210,165,50209,3,55929,22319,134889,0,110000,4004,0,50,100,120,100,80,100,56,0,0,100,0,5
1033,55,60211,165,0,3,37531,39528,143992,0,110000,4004,0,50,100,120,100,80,100,56,0,0,100,0,5
1034,55,60212,165,50211,3,45039,22560,188133,0,110000,4004,0,50,120,100,80,100,100,56,0,0,100,0,5
1035,55,60213,165,50212,3,45751,22560,184575,0,110000,4004,0,50,120,100,80,100,100,56,0,0,100,0,5
1036,56,60101,168,50101,3,30090,22349,78451,0,1000,0,0,50,120,100,80,100,100,57,0,0,100,0,5
1037,56,60102,168,50102,3,24273,30309,67680,0,1000,0,0,50,80,100,100,120,100,57,0,0,100,0,5
1038,56,60103,168,0,3,26646,27302,70906,0,1000,0,0,50,100,120,100,80,100,57,0,0,100,0,5
1039,56,60104,168,50103,3,35478,16527,77395,0,1000,0,0,50,100,100,120,100,80,57,0,0,100,0,5
1040,56,60105,168,0,3,27095,18255,110611,0,1000,0,0,50,100,120,100,80,100,57,0,0,100,0,5
1041,56,60106,168,50105,3,30098,17403,99917,0,1000,0,0,50,100,80,100,100,120,57,0,0,100,0,5
1042,56,60107,168,50111,3,34168,15034,91392,0,1000,0,0,50,120,100,80,100,100,57,0,0,100,0,5
1043,56,60108,168,50105,3,20506,27533,137664,0,1000,0,0,50,100,100,120,100,80,57,0,0,100,0,5
1044,56,60201,168,50201,3,44867,36975,131270,0,1000,0,0,50,100,100,120,100,80,57,0,0,100,0,5
1045,56,60202,168,50202,3,49951,28662,147456,0,1000,0,0,50,120,100,80,100,100,57,0,0,100,0,5
1046,56,60203,168,50203,3,51890,27452,143712,0,1000,0,0,50,100,120,100,80,100,57,0,0,100,0,5
1047,56,60204,168,50204,3,55112,28731,117850,0,1000,0,0,50,100,120,100,80,100,57,0,0,100,0,5
1048,56,60205,168,50205,3,41649,43507,114701,0,1000,0,0,50,100,80,100,100,120,57,0,0,100,0,5
1049,56,60206,168,50206,3,41649,28823,188122,0,1000,0,0,50,80,100,100,120,100,57,0,0,100,0,5
1050,56,60207,168,50207,3,47282,25528,179712,0,1000,0,0,50,100,120,100,80,100,57,0,0,100,0,5
1051,56,60208,168,50201,3,42209,38984,134534,0,1000,0,0,50,100,100,120,100,80,57,0,0,100,0,5
1052,56,60209,168,50208,3,50584,22948,172800,0,1000,0,0,50,100,100,120,100,80,57,0,0,100,0,5
1053,56,60210,168,50209,3,57139,22764,137779,0,1000,0,0,50,100,120,100,80,100,57,0,0,100,0,5
1054,56,60211,168,0,3,38323,40374,147034,0,1000,0,0,50,100,120,100,80,100,57,0,0,100,0,5
1055,56,60212,168,50211,3,45988,23040,192154,0,1000,0,0,50,120,100,80,100,100,57,0,0,100,0,5
1056,56,60213,168,50212,3,46725,23040,188467,0,1000,0,0,50,120,100,80,100,100,57,0,0,100,0,5
1057,57,60101,171,50101,3,30717,22806,80088,0,1000,0,0,50,120,100,80,100,100,58,0,0,100,0,5
1058,57,60102,171,50102,3,24772,30948,69043,0,1000,0,0,50,80,100,100,120,100,58,0,0,100,0,5
1059,57,60103,171,0,3,27189,27883,72339,0,1000,0,0,50,100,120,100,80,100,58,0,0,100,0,5
1060,57,60104,171,50103,3,36229,16858,78970,0,1000,0,0,50,100,100,120,100,80,58,0,0,100,0,5
1061,57,60105,171,0,3,27663,18616,112952,0,1000,0,0,50,100,120,100,80,100,58,0,0,100,0,5
1062,57,60106,171,50105,3,30724,17760,101984,0,1000,0,0,50,100,80,100,100,120,58,0,0,100,0,5
1063,57,60107,171,50111,3,34892,15347,93195,0,1000,0,0,50,120,100,80,100,100,58,0,0,100,0,5
1064,57,60108,171,50105,3,20933,28103,140515,0,1000,0,0,50,100,100,120,100,80,58,0,0,100,0,5
1065,57,60201,171,50201,3,45817,37733,134038,0,1000,0,0,50,100,100,120,100,80,58,0,0,100,0,5
1066,57,60202,171,50202,3,51002,29248,150576,0,1000,0,0,50,120,100,80,100,100,58,0,0,100,0,5
1067,57,60203,171,50203,3,52983,28022,146702,0,1000,0,0,50,100,120,100,80,100,58,0,0,100,0,5
1068,57,60204,171,50204,3,56275,29329,120276,0,1000,0,0,50,100,120,100,80,100,58,0,0,100,0,5
1069,57,60205,171,50205,3,42528,44417,117057,0,1000,0,0,50,100,80,100,100,120,58,0,0,100,0,5
1070,57,60206,171,50206,3,42528,29433,191979,0,1000,0,0,50,80,100,100,120,100,58,0,0,100,0,5
1071,57,60207,171,50207,3,48265,26056,183537,0,1000,0,0,50,100,120,100,80,100,58,0,0,100,0,5
1072,57,60208,171,50201,3,43091,39795,137373,0,1000,0,0,50,100,100,120,100,80,58,0,0,100,0,5
1073,57,60209,171,50208,3,51649,23419,176424,0,1000,0,0,50,100,100,120,100,80,58,0,0,100,0,5
1074,57,60210,171,50209,3,58357,23211,140688,0,1000,0,0,50,100,120,100,80,100,58,0,0,100,0,5
1075,57,60211,171,0,3,39121,41225,150094,0,1000,0,0,50,100,120,100,80,100,58,0,0,100,0,5
1076,57,60212,171,50211,3,46942,23523,196200,0,1000,0,0,50,120,100,80,100,100,58,0,0,100,0,5
1077,57,60213,171,50212,3,47706,23523,192384,0,1000,0,0,50,120,100,80,100,100,58,0,0,100,0,5
1078,58,60101,174,50101,3,31347,23266,81734,0,1000,0,0,50,120,100,80,100,100,59,0,0,100,0,5
1079,58,60102,174,50102,3,25275,31591,70415,0,1000,0,0,50,80,100,100,120,100,59,0,0,100,0,5
1080,58,60103,174,0,3,27736,28468,73782,0,1000,0,0,50,100,120,100,80,100,59,0,0,100,0,5
1081,58,60104,174,50103,3,36986,17191,80554,0,1000,0,0,50,100,100,120,100,80,59,0,0,100,0,5
1082,58,60105,174,0,3,28236,18978,115307,0,1000,0,0,50,100,120,100,80,100,59,0,0,100,0,5
1083,58,60106,174,50105,3,31355,18119,104064,0,1000,0,0,50,100,80,100,100,120,59,0,0,100,0,5
1084,58,60107,174,50111,3,35619,15662,95009,0,1000,0,0,50,120,100,80,100,100,59,0,0,100,0,5
1085,58,60108,174,50105,3,21362,28677,143384,0,1000,0,0,50,100,100,120,100,80,59,0,0,100,0,5
1086,58,60201,174,50201,3,46773,38495,136824,0,1000,0,0,50,100,100,120,100,80,59,0,0,100,0,5
1087,58,60202,174,50202,3,52059,29838,153716,0,1000,0,0,50,120,100,80,100,100,59,0,0,100,0,5
1088,58,60203,174,50203,3,54083,28595,149711,0,1000,0,0,50,100,120,100,80,100,59,0,0,100,0,5
1089,58,60204,174,50204,3,57446,29931,122718,0,1000,0,0,50,100,120,100,80,100,59,0,0,100,0,5
1090,58,60205,174,50205,3,43414,45333,119428,0,1000,0,0,50,100,80,100,100,120,59,0,0,100,0,5
1091,58,60206,174,50206,3,43414,30047,195861,0,1000,0,0,50,80,100,100,120,100,59,0,0,100,0,5
1092,58,60207,174,50207,3,49253,26587,187385,0,1000,0,0,50,100,120,100,80,100,59,0,0,100,0,5
1093,58,60208,174,50201,3,43979,40612,140229,0,1000,0,0,50,100,100,120,100,80,59,0,0,100,0,5
1094,58,60209,174,50208,3,52721,23893,180071,0,1000,0,0,50,100,100,120,100,80,59,0,0,100,0,5
1095,58,60210,174,50209,3,59583,23661,143616,0,1000,0,0,50,100,120,100,80,100,59,0,0,100,0,5
1096,58,60211,174,0,3,39923,42082,153175,0,1000,0,0,50,100,120,100,80,100,59,0,0,100,0,5
